customer_id,gender,wealth_segment,age,age_group,state,brand,product_line,product_class,product_size,list_price,standard_cost,product_profit
5,Female,Affluent Customer,41.0,Adult,VIC,Solex,Standard,medium,medium,1163.89,589.27,574.6200000000001
6,Male,High Net Worth,52.0,Elder,NSW,Trek Bicycles,Standard,high,medium,358.39,215.03,143.35999999999999
6,Male,High Net Worth,52.0,Elder,NSW,Giant Bicycles,Standard,medium,medium,230.91,173.18,57.72999999999999
6,Male,High Net Worth,52.0,Elder,NSW,WeareA2B,Standard,medium,medium,1807.45,778.69,1028.76
6,Male,High Net Worth,52.0,Elder,NSW,WeareA2B,Standard,medium,medium,1769.64,108.76,1660.88
6,Male,High Net Worth,52.0,Elder,NSW,Giant Bicycles,Standard,medium,large,1765.3,709.48,1055.82
7,Female,Affluent Customer,42.0,Adult,NSW,Trek Bicycles,Mountain,low,medium,574.64,459.71,114.93
7,Female,Affluent Customer,42.0,Adult,NSW,Norco Bicycles,Standard,medium,medium,360.4,270.3,90.09999999999997
7,Female,Affluent Customer,42.0,Adult,NSW,WeareA2B,Standard,medium,medium,60.34,45.26,15.080000000000005
8,Male,Mass Customer,56.0,Elder,NSW,Norco Bicycles,Standard,low,medium,958.74,748.9,209.84000000000003
8,Male,Mass Customer,56.0,Elder,NSW,Trek Bicycles,Standard,medium,large,2091.47,388.92,1702.5499999999997
8,Male,Mass Customer,56.0,Elder,NSW,Norco Bicycles,Road,high,large,774.53,464.72,309.80999999999995
8,Male,Mass Customer,56.0,Elder,NSW,WeareA2B,Standard,low,medium,642.31,513.85,128.45999999999992
8,Male,Mass Customer,56.0,Elder,NSW,Giant Bicycles,Standard,high,medium,1129.13,677.48,451.6500000000001
8,Male,Mass Customer,56.0,Elder,NSW,WeareA2B,Touring,medium,large,1362.99,57.74,1305.25
8,Male,Mass Customer,56.0,Elder,NSW,Giant Bicycles,Standard,high,medium,1129.13,677.48,451.6500000000001
8,Male,Mass Customer,56.0,Elder,NSW,Giant Bicycles,Standard,medium,medium,1403.5,954.82,448.67999999999995
8,Male,Mass Customer,56.0,Elder,NSW,Solex,Standard,medium,medium,441.49,84.99,356.5
8,Male,Mass Customer,56.0,Elder,NSW,Trek Bicycles,Standard,medium,large,2091.47,388.92,1702.5499999999997
9,Female,Affluent Customer,45.0,Adult,VIC,Solex,Standard,medium,large,1061.56,733.58,327.9799999999999
9,Female,Affluent Customer,45.0,Adult,VIC,WeareA2B,Standard,medium,medium,752.64,205.36,547.28
9,Female,Affluent Customer,45.0,Adult,VIC,Solex,Standard,low,medium,945.04,507.58,437.46
9,Female,Affluent Customer,45.0,Adult,VIC,Giant Bicycles,Road,medium,medium,792.9,594.68,198.22000000000003
9,Female,Affluent Customer,45.0,Adult,VIC,OHM Cycles,Standard,high,medium,227.88,136.73,91.15
9,Female,Affluent Customer,45.0,Adult,VIC,Solex,Standard,medium,medium,1577.53,826.51,751.02
10,Female,Mass Customer,30.0,Adult,QLD,Trek Bicycles,Mountain,low,medium,574.64,459.71,114.93
10,Female,Mass Customer,30.0,Adult,QLD,Solex,Standard,medium,large,1071.23,380.74,690.49
10,Female,Mass Customer,30.0,Adult,QLD,WeareA2B,Standard,medium,medium,1769.64,108.76,1660.88
10,Female,Mass Customer,30.0,Adult,QLD,Giant Bicycles,Road,medium,medium,792.9,594.68,198.22000000000003
10,Female,Mass Customer,30.0,Adult,QLD,OHM Cycles,Standard,medium,medium,795.34,101.58,693.76
11,Male,Mass Customer,64.0,Elder,VIC,Norco Bicycles,Standard,medium,small,1216.14,1082.36,133.7800000000002
11,Male,Mass Customer,64.0,Elder,VIC,WeareA2B,Touring,medium,medium,1466.68,363.25,1103.43
11,Male,Mass Customer,64.0,Elder,VIC,Solex,Standard,high,medium,748.17,448.9,299.27
11,Male,Mass Customer,64.0,Elder,VIC,WeareA2B,Touring,medium,medium,1466.68,363.25,1103.43
11,Male,Mass Customer,64.0,Elder,VIC,WeareA2B,Standard,medium,medium,752.64,205.36,547.28
11,Male,Mass Customer,64.0,Elder,VIC,Giant Bicycles,Standard,high,medium,1129.13,677.48,451.6500000000001
12,Male,Mass Customer,24.0,Young Adult,NSW,Giant Bicycles,Standard,medium,large,1812.75,582.48,1230.27
12,Male,Mass Customer,24.0,Young Adult,NSW,Norco Bicycles,Standard,medium,medium,360.4,270.3,90.09999999999997
12,Male,Mass Customer,24.0,Young Adult,NSW,Norco Bicycles,Standard,medium,medium,360.4,270.3,90.09999999999997
12,Male,Mass Customer,24.0,Young Adult,NSW,Solex,Standard,medium,medium,100.35,75.26,25.08999999999999
12,Male,Mass Customer,24.0,Young Adult,NSW,WeareA2B,Standard,medium,medium,1769.64,108.76,1660.88
12,Male,Mass Customer,24.0,Young Adult,NSW,Norco Bicycles,Road,high,large,774.53,464.72,309.80999999999995
12,Male,Mass Customer,24.0,Young Adult,NSW,Norco Bicycles,Standard,medium,small,1216.14,1082.36,133.7800000000002
13,Male,High Net Worth,63.0,Elder,NSW,Solex,Standard,medium,medium,1163.89,589.27,574.6200000000001
13,Male,High Net Worth,63.0,Elder,NSW,Norco Bicycles,Standard,medium,small,1216.14,1082.36,133.7800000000002
13,Male,High Net Worth,63.0,Elder,NSW,WeareA2B,Touring,medium,large,1362.99,57.74,1305.25
13,Male,High Net Worth,63.0,Elder,NSW,Solex,Standard,medium,large,1061.56,733.58,327.9799999999999
13,Male,High Net Worth,63.0,Elder,NSW,Trek Bicycles,Standard,high,medium,495.72,297.43,198.29000000000002
13,Male,High Net Worth,63.0,Elder,NSW,WeareA2B,Touring,medium,large,1890.39,260.14,1630.25
13,Male,High Net Worth,63.0,Elder,NSW,Norco Bicycles,Road,medium,medium,544.05,376.84,167.20999999999998
14,Female,Affluent Customer,35.0,Adult,VIC,OHM Cycles,Standard,medium,medium,183.86,137.9,45.96000000000001
14,Female,Affluent Customer,35.0,Adult,VIC,OHM Cycles,Standard,medium,medium,1636.9,44.71,1592.19
14,Female,Affluent Customer,35.0,Adult,VIC,Norco Bicycles,Mountain,low,small,688.63,612.88,75.75
16,Male,Mass Customer,41.0,Adult,NSW,Trek Bicycles,Standard,medium,large,2091.47,388.92,1702.5499999999997
16,Male,Mass Customer,41.0,Adult,NSW,Giant Bicycles,Standard,medium,large,1635.3,993.66,641.64
16,Male,Mass Customer,41.0,Adult,NSW,OHM Cycles,Standard,medium,medium,1636.9,44.71,1592.19
16,Male,Mass Customer,41.0,Adult,NSW,WeareA2B,Road,low,small,1172.78,1043.77,129.01
16,Male,Mass Customer,41.0,Adult,NSW,OHM Cycles,Standard,medium,medium,1227.34,770.89,456.44999999999993
17,Male,Affluent Customer,56.0,Elder,NSW,Solex,Standard,medium,medium,478.16,298.72,179.44
17,Male,Affluent Customer,56.0,Elder,NSW,Giant Bicycles,Standard,medium,large,1765.3,709.48,1055.82
17,Male,Affluent Customer,56.0,Elder,NSW,Giant Bicycles,Standard,medium,medium,1403.5,954.82,448.67999999999995
17,Male,Affluent Customer,56.0,Elder,NSW,Trek Bicycles,Standard,high,medium,495.72,297.43,198.29000000000002
17,Male,Affluent Customer,56.0,Elder,NSW,Trek Bicycles,Road,medium,medium,533.51,400.13,133.38
18,Female,Affluent Customer,51.0,Elder,NSW,Giant Bicycles,Standard,high,medium,1179.0,707.4,471.6
18,Female,Affluent Customer,51.0,Elder,NSW,Giant Bicycles,Standard,high,medium,1274.93,764.96,509.97
18,Female,Affluent Customer,51.0,Elder,NSW,Solex,Standard,medium,large,202.62,151.96,50.66
18,Female,Affluent Customer,51.0,Elder,NSW,Giant Bicycles,Standard,medium,large,1635.3,993.66,641.64
18,Female,Affluent Customer,51.0,Elder,NSW,OHM Cycles,Standard,high,medium,1458.17,874.9,583.2700000000001
18,Female,Affluent Customer,51.0,Elder,NSW,WeareA2B,Touring,medium,medium,1466.68,363.25,1103.43
18,Female,Affluent Customer,51.0,Elder,NSW,Norco Bicycles,Standard,high,small,1661.92,1479.11,182.81000000000017
19,Female,High Net Worth,17.0,Teen,NSW,Giant Bicycles,Standard,medium,small,1311.44,1167.18,144.26
19,Female,High Net Worth,17.0,Teen,NSW,Solex,Standard,low,medium,1289.85,74.51,1215.34
19,Female,High Net Worth,17.0,Teen,NSW,OHM Cycles,Standard,medium,medium,1636.9,44.71,1592.19
20,Male,Mass Customer,38.0,Adult,NSW,Giant Bicycles,Standard,high,medium,1129.13,677.48,451.6500000000001
20,Male,Mass Customer,38.0,Adult,NSW,Giant Bicycles,Standard,medium,large,1635.3,993.66,641.64
20,Male,Mass Customer,38.0,Adult,NSW,WeareA2B,Standard,medium,medium,1762.96,950.52,812.44
20,Male,Mass Customer,38.0,Adult,NSW,Trek Bicycles,Standard,medium,large,2091.47,388.92,1702.5499999999997
21,Male,Affluent Customer,38.0,Adult,QLD,OHM Cycles,Standard,low,medium,1793.43,248.82,1544.6100000000001
21,Male,Affluent Customer,38.0,Adult,QLD,Trek Bicycles,Standard,medium,large,2091.47,388.92,1702.5499999999997
21,Male,Affluent Customer,38.0,Adult,QLD,Norco Bicycles,Standard,medium,medium,360.4,270.3,90.09999999999997
21,Male,Affluent Customer,38.0,Adult,QLD,Giant Bicycles,Road,medium,medium,1538.99,829.65,709.34
21,Male,Affluent Customer,38.0,Adult,QLD,Norco Bicycles,Standard,high,small,1661.92,1479.11,182.81000000000017
22,Female,Mass Customer,56.0,Elder,QLD,Trek Bicycles,Standard,medium,small,1775.81,1580.47,195.33999999999992
22,Female,Mass Customer,56.0,Elder,QLD,Giant Bicycles,Standard,medium,medium,642.7,211.37,431.33000000000004
22,Female,Mass Customer,56.0,Elder,QLD,Solex,Standard,medium,medium,1577.53,826.51,751.02
22,Female,Mass Customer,56.0,Elder,QLD,WeareA2B,Standard,medium,medium,1807.45,778.69,1028.76
22,Female,Mass Customer,56.0,Elder,QLD,OHM Cycles,Standard,medium,medium,795.34,101.58,693.76
22,Female,Mass Customer,56.0,Elder,QLD,Solex,Standard,medium,medium,441.49,84.99,356.5
22,Female,Mass Customer,56.0,Elder,QLD,Norco Bicycles,Road,medium,medium,1036.59,206.35,830.2399999999999
23,Male,High Net Worth,23.0,Young Adult,VIC,WeareA2B,Standard,medium,medium,1228.07,400.91,827.1599999999999
23,Male,High Net Worth,23.0,Young Adult,VIC,WeareA2B,Standard,medium,medium,1807.45,778.69,1028.76
23,Male,High Net Worth,23.0,Young Adult,VIC,Trek Bicycles,Mountain,low,medium,574.64,459.71,114.93
23,Male,High Net Worth,23.0,Young Adult,VIC,WeareA2B,Standard,medium,medium,1769.64,108.76,1660.88
23,Male,High Net Worth,23.0,Young Adult,VIC,OHM Cycles,Standard,medium,medium,795.34,101.58,693.76
23,Male,High Net Worth,23.0,Young Adult,VIC,Solex,Standard,medium,large,202.62,151.96,50.66
24,Female,Mass Customer,41.0,Adult,QLD,OHM Cycles,Standard,medium,medium,795.34,101.58,693.76
24,Female,Mass Customer,41.0,Adult,QLD,OHM Cycles,Road,medium,medium,1280.28,829.51,450.77
24,Female,Mass Customer,41.0,Adult,QLD,WeareA2B,Touring,medium,large,1362.99,57.74,1305.25
24,Female,Mass Customer,41.0,Adult,QLD,Giant Bicycles,Standard,high,medium,1274.93,764.96,509.97
24,Female,Mass Customer,41.0,Adult,QLD,Solex,Standard,medium,medium,71.49,53.62,17.869999999999997
24,Female,Mass Customer,41.0,Adult,QLD,OHM Cycles,Standard,high,medium,1458.17,874.9,583.2700000000001
24,Female,Mass Customer,41.0,Adult,QLD,WeareA2B,Standard,low,medium,642.31,513.85,128.45999999999992
25,Male,Mass Customer,42.0,Adult,QLD,OHM Cycles,Standard,medium,medium,795.34,101.58,693.76
25,Male,Mass Customer,42.0,Adult,QLD,Giant Bicycles,Standard,medium,large,1812.75,582.48,1230.27
25,Male,Mass Customer,42.0,Adult,QLD,Solex,Road,medium,medium,416.98,312.74,104.24000000000001
25,Male,Mass Customer,42.0,Adult,QLD,WeareA2B,Standard,medium,medium,1292.84,13.44,1279.3999999999999
25,Male,Mass Customer,42.0,Adult,QLD,Solex,Standard,medium,medium,575.27,431.45,143.82
25,Male,Mass Customer,42.0,Adult,QLD,OHM Cycles,Standard,high,medium,227.88,136.73,91.15
25,Male,Mass Customer,42.0,Adult,QLD,Solex,Standard,medium,large,1061.56,733.58,327.9799999999999
25,Male,Mass Customer,42.0,Adult,QLD,OHM Cycles,Standard,high,medium,227.88,136.73,91.15
25,Male,Mass Customer,42.0,Adult,QLD,Norco Bicycles,Standard,medium,small,1216.14,1082.36,133.7800000000002
25,Male,Mass Customer,42.0,Adult,QLD,WeareA2B,Standard,medium,medium,60.34,45.26,15.080000000000005
25,Male,Mass Customer,42.0,Adult,QLD,Giant Bicycles,Standard,medium,large,1765.3,709.48,1055.82
25,Male,Mass Customer,42.0,Adult,QLD,Norco Bicycles,Road,medium,medium,544.05,376.84,167.20999999999998
26,Female,Mass Customer,40.0,Adult,NSW,WeareA2B,Road,low,small,1172.78,1043.77,129.01
26,Female,Mass Customer,40.0,Adult,NSW,OHM Cycles,Touring,low,medium,1073.07,933.84,139.2299999999999
27,Male,Mass Customer,40.0,Adult,NSW,WeareA2B,Touring,medium,large,1890.39,260.14,1630.25
27,Male,Mass Customer,40.0,Adult,NSW,Solex,Standard,medium,large,202.62,151.96,50.66
27,Male,Mass Customer,40.0,Adult,NSW,Solex,Standard,medium,medium,441.49,84.99,356.5
27,Male,Mass Customer,40.0,Adult,NSW,WeareA2B,Standard,medium,small,1415.01,1259.36,155.6500000000001
27,Male,Mass Customer,40.0,Adult,NSW,Norco Bicycles,Standard,low,medium,958.74,748.9,209.84000000000003
27,Male,Mass Customer,40.0,Adult,NSW,Norco Bicycles,Standard,medium,small,1216.14,1082.36,133.7800000000002
27,Male,Mass Customer,40.0,Adult,NSW,Norco Bicycles,Standard,medium,medium,1555.58,818.01,737.5699999999999
28,Male,Affluent Customer,45.0,Adult,NSW,Solex,Standard,medium,medium,1483.2,99.59,1383.6100000000001
28,Male,Affluent Customer,45.0,Adult,NSW,Norco Bicycles,Standard,medium,medium,360.4,270.3,90.09999999999997
28,Male,Affluent Customer,45.0,Adult,NSW,Trek Bicycles,Standard,high,medium,495.72,297.43,198.29000000000002
28,Male,Affluent Customer,45.0,Adult,NSW,OHM Cycles,Road,high,large,12.01,7.21,4.8
28,Male,Affluent Customer,45.0,Adult,NSW,WeareA2B,Standard,medium,medium,1992.93,762.63,1230.3000000000002
28,Male,Affluent Customer,45.0,Adult,NSW,Norco Bicycles,Standard,high,medium,1148.64,689.18,459.46000000000015
29,Female,Mass Customer,50.0,Adult,NSW,Giant Bicycles,Standard,high,medium,1179.0,707.4,471.6
29,Female,Mass Customer,50.0,Adult,NSW,OHM Cycles,Touring,low,medium,1073.07,933.84,139.2299999999999
29,Female,Mass Customer,50.0,Adult,NSW,Trek Bicycles,Road,medium,medium,290.62,215.14,75.48000000000002
29,Female,Mass Customer,50.0,Adult,NSW,WeareA2B,Standard,medium,medium,1807.45,778.69,1028.76
29,Female,Mass Customer,50.0,Adult,NSW,OHM Cycles,Standard,medium,medium,795.34,101.58,693.76
29,Female,Mass Customer,50.0,Adult,NSW,Solex,Standard,medium,medium,1577.53,826.51,751.02
29,Female,Mass Customer,50.0,Adult,NSW,WeareA2B,Standard,medium,medium,1769.64,108.76,1660.88
29,Female,Mass Customer,50.0,Adult,NSW,OHM Cycles,Touring,low,medium,1073.07,933.84,139.2299999999999
29,Female,Mass Customer,50.0,Adult,NSW,Solex,Standard,low,medium,1289.85,74.51,1215.34
30,Male,Affluent Customer,57.0,Elder,QLD,Trek Bicycles,Standard,medium,large,2091.47,388.92,1702.5499999999997
30,Male,Affluent Customer,57.0,Elder,QLD,Solex,Road,medium,medium,416.98,312.74,104.24000000000001
30,Male,Affluent Customer,57.0,Elder,QLD,WeareA2B,Standard,medium,medium,1228.07,400.91,827.1599999999999
31,Female,High Net Worth,56.0,Elder,QLD,OHM Cycles,Road,medium,medium,742.54,667.4,75.13999999999999
31,Female,High Net Worth,56.0,Elder,QLD,Trek Bicycles,Road,low,small,1720.7,1531.42,189.27999999999997
31,Female,High Net Worth,56.0,Elder,QLD,Solex,Standard,medium,medium,575.27,431.45,143.82
31,Female,High Net Worth,56.0,Elder,QLD,Solex,Standard,medium,medium,71.49,53.62,17.869999999999997
32,Female,Affluent Customer,23.0,Young Adult,NSW,Giant Bicycles,Standard,medium,large,569.56,528.43,41.129999999999995
32,Female,Affluent Customer,23.0,Young Adult,NSW,Solex,Standard,medium,large,1071.23,380.74,690.49
32,Female,Affluent Customer,23.0,Young Adult,NSW,Giant Bicycles,Road,medium,medium,1538.99,829.65,709.34
32,Female,Affluent Customer,23.0,Young Adult,NSW,Solex,Standard,medium,large,202.62,151.96,50.66
32,Female,Affluent Customer,23.0,Young Adult,NSW,Solex,Standard,medium,medium,1151.96,649.49,502.47
32,Female,Affluent Customer,23.0,Young Adult,NSW,Giant Bicycles,Standard,medium,large,1635.3,993.66,641.64
32,Female,Affluent Customer,23.0,Young Adult,NSW,Solex,Road,medium,small,1703.52,1516.13,187.38999999999987
33,Male,Affluent Customer,61.0,Elder,QLD,WeareA2B,Standard,medium,medium,1292.84,13.44,1279.3999999999999
33,Male,Affluent Customer,61.0,Elder,QLD,WeareA2B,Standard,medium,medium,1769.64,108.76,1660.88
33,Male,Affluent Customer,61.0,Elder,QLD,OHM Cycles,Standard,medium,medium,1227.34,770.89,456.44999999999993
33,Male,Affluent Customer,61.0,Elder,QLD,Trek Bicycles,Road,low,medium,980.37,234.43,745.94
33,Male,Affluent Customer,61.0,Elder,QLD,WeareA2B,Standard,medium,medium,1762.96,950.52,812.44
33,Male,Affluent Customer,61.0,Elder,QLD,Trek Bicycles,Standard,medium,small,1775.81,1580.47,195.33999999999992
35,Female,High Net Worth,55.0,Elder,NSW,Norco Bicycles,Road,medium,medium,1036.59,206.35,830.2399999999999
35,Female,High Net Worth,55.0,Elder,NSW,OHM Cycles,Standard,medium,medium,795.34,101.58,693.76
35,Female,High Net Worth,55.0,Elder,NSW,WeareA2B,Standard,medium,medium,1292.84,13.44,1279.3999999999999
35,Female,High Net Worth,55.0,Elder,NSW,Trek Bicycles,Standard,low,medium,1057.51,154.4,903.11
36,Female,Affluent Customer,41.0,Adult,NSW,WeareA2B,Standard,medium,medium,60.34,45.26,15.080000000000005
36,Female,Affluent Customer,41.0,Adult,NSW,Trek Bicycles,Road,low,small,1720.7,1531.42,189.27999999999997
37,Female,High Net Worth,33.0,Adult,VIC,OHM Cycles,Standard,low,medium,1793.43,248.82,1544.6100000000001
37,Female,High Net Worth,33.0,Adult,VIC,Solex,Standard,high,large,1842.92,1105.75,737.1700000000001
37,Female,High Net Worth,33.0,Adult,VIC,Solex,Standard,medium,medium,478.16,298.72,179.44
37,Female,High Net Worth,33.0,Adult,VIC,Norco Bicycles,Road,high,large,774.53,464.72,309.80999999999995
37,Female,High Net Worth,33.0,Adult,VIC,Trek Bicycles,Road,low,small,1720.7,1531.42,189.27999999999997
37,Female,High Net Worth,33.0,Adult,VIC,WeareA2B,Standard,medium,medium,60.34,45.26,15.080000000000005
37,Female,High Net Worth,33.0,Adult,VIC,Solex,Standard,low,medium,1289.85,74.51,1215.34
37,Female,High Net Worth,33.0,Adult,VIC,Trek Bicycles,Standard,medium,large,2091.47,388.92,1702.5499999999997
37,Female,High Net Worth,33.0,Adult,VIC,Norco Bicycles,Road,medium,large,1240.31,795.1,445.2099999999999
38,Female,Affluent Customer,63.0,Elder,VIC,Solex,Standard,low,medium,1289.85,74.51,1215.34
38,Female,Affluent Customer,63.0,Elder,VIC,Giant Bicycles,Standard,high,small,1977.36,1759.85,217.51
38,Female,Affluent Customer,63.0,Elder,VIC,Solex,Standard,medium,medium,1163.89,589.27,574.6200000000001
38,Female,Affluent Customer,63.0,Elder,VIC,Solex,Standard,medium,medium,71.49,53.62,17.869999999999997
39,Male,Mass Customer,39.0,Adult,QLD,Giant Bicycles,Road,medium,medium,792.9,594.68,198.22000000000003
39,Male,Mass Customer,39.0,Adult,QLD,OHM Cycles,Standard,low,medium,1793.43,248.82,1544.6100000000001
39,Male,Mass Customer,39.0,Adult,QLD,Solex,Standard,high,medium,748.17,448.9,299.27
39,Male,Mass Customer,39.0,Adult,QLD,Solex,Standard,medium,large,202.62,151.96,50.66
39,Male,Mass Customer,39.0,Adult,QLD,OHM Cycles,Standard,high,medium,1458.17,874.9,583.2700000000001
39,Male,Mass Customer,39.0,Adult,QLD,Trek Bicycles,Standard,medium,medium,499.53,388.72,110.80999999999995
39,Male,Mass Customer,39.0,Adult,QLD,Solex,Standard,low,medium,1289.85,74.51,1215.34
39,Male,Mass Customer,39.0,Adult,QLD,Trek Bicycles,Road,medium,medium,533.51,400.13,133.38
39,Male,Mass Customer,39.0,Adult,QLD,Norco Bicycles,Road,high,large,774.53,464.72,309.80999999999995
39,Male,Mass Customer,39.0,Adult,QLD,Trek Bicycles,Standard,high,medium,495.72,297.43,198.29000000000002
39,Male,Mass Customer,39.0,Adult,QLD,Solex,Standard,medium,large,1071.23,380.74,690.49
39,Male,Mass Customer,39.0,Adult,QLD,Solex,Standard,medium,medium,1577.53,826.51,751.02
40,Female,Affluent Customer,37.0,Adult,QLD,Giant Bicycles,Standard,medium,medium,1403.5,954.82,448.67999999999995
40,Female,Affluent Customer,37.0,Adult,QLD,Solex,Standard,low,medium,1289.85,74.51,1215.34
40,Female,Affluent Customer,37.0,Adult,QLD,Solex,Standard,medium,large,1071.23,380.74,690.49
40,Female,Affluent Customer,37.0,Adult,QLD,Trek Bicycles,Standard,low,medium,1057.51,154.4,903.11
40,Female,Affluent Customer,37.0,Adult,QLD,WeareA2B,Standard,medium,medium,60.34,45.26,15.080000000000005
40,Female,Affluent Customer,37.0,Adult,QLD,WeareA2B,Standard,medium,medium,1292.84,13.44,1279.3999999999999
41,Male,Mass Customer,42.0,Adult,NSW,Norco Bicycles,Standard,high,medium,1148.64,689.18,459.46000000000015
41,Male,Mass Customer,42.0,Adult,NSW,Giant Bicycles,Road,medium,medium,1538.99,829.65,709.34
41,Male,Mass Customer,42.0,Adult,NSW,Solex,Standard,medium,medium,478.16,298.72,179.44
41,Male,Mass Customer,42.0,Adult,NSW,WeareA2B,Touring,medium,large,1890.39,260.14,1630.25
41,Male,Mass Customer,42.0,Adult,NSW,Giant Bicycles,Standard,medium,medium,1403.5,954.82,448.67999999999995
41,Male,Mass Customer,42.0,Adult,NSW,WeareA2B,Standard,medium,medium,1807.45,778.69,1028.76
41,Male,Mass Customer,42.0,Adult,NSW,Solex,Standard,medium,large,202.62,151.96,50.66
41,Male,Mass Customer,42.0,Adult,NSW,Solex,Standard,medium,medium,100.35,75.26,25.08999999999999
42,Female,Mass Customer,41.0,Adult,VIC,Norco Bicycles,Standard,medium,small,586.45,521.94,64.50999999999999
42,Female,Mass Customer,41.0,Adult,VIC,Trek Bicycles,Standard,high,medium,358.39,215.03,143.35999999999999
42,Female,Mass Customer,41.0,Adult,VIC,Solex,Road,medium,medium,416.98,312.74,104.24000000000001
42,Female,Mass Customer,41.0,Adult,VIC,Trek Bicycles,Mountain,low,medium,574.64,459.71,114.93
43,Female,Mass Customer,35.0,Adult,NSW,OHM Cycles,Standard,medium,medium,795.34,101.58,693.76
43,Female,Mass Customer,35.0,Adult,NSW,OHM Cycles,Road,medium,medium,1280.28,829.51,450.77
43,Female,Mass Customer,35.0,Adult,NSW,Norco Bicycles,Standard,medium,medium,360.4,270.3,90.09999999999997
43,Female,Mass Customer,35.0,Adult,NSW,Giant Bicycles,Standard,high,medium,1274.93,764.96,509.97
43,Female,Mass Customer,35.0,Adult,NSW,Solex,Road,medium,medium,416.98,312.74,104.24000000000001
43,Female,Mass Customer,35.0,Adult,NSW,WeareA2B,Touring,medium,large,1890.39,260.14,1630.25
43,Female,Mass Customer,35.0,Adult,NSW,OHM Cycles,Road,high,large,12.01,7.21,4.8
43,Female,Mass Customer,35.0,Adult,NSW,OHM Cycles,Standard,medium,medium,183.86,137.9,45.96000000000001
43,Female,Mass Customer,35.0,Adult,NSW,Norco Bicycles,Standard,medium,medium,360.4,270.3,90.09999999999997
44,Male,Affluent Customer,37.0,Adult,VIC,Trek Bicycles,Standard,high,medium,358.39,215.03,143.35999999999999
44,Male,Affluent Customer,37.0,Adult,VIC,Solex,Standard,low,medium,945.04,507.58,437.46
44,Male,Affluent Customer,37.0,Adult,VIC,Solex,Standard,medium,medium,1945.43,333.18,1612.25
